# STTS Energy State — NORAD 44929 (STARLINK-1121)
# decay_epoch: 2023-03-09
# mu_nominal: -0.152688
# Markov cells: 20  MC samples: 10000  MC horizon: 10
# Dt=10 windows at training stride=5 TLE records/stride.
# Physical time per MC step is variable: ~2.5 days during active decay,
# ~5 weeks at operational altitude. Dt=10 steps ~ 25 days (decay) to ~1 year (operational).
t,days_to_reentry,M2_cell,H_t,p_t,P_forward,P_forward_ci_lo,P_forward_ci_hi,artifact_flag
1164,734.55,3,0.120853,0.0000,0.029100,0.025982,0.032580,0
1165,734.29,3,0.095148,0.0000,0.030800,0.027590,0.034371,0
1166,733.69,17,0.065857,0.0000,0.046700,0.042736,0.051012,0
1167,733.29,17,0.039897,0.0000,0.047300,0.043310,0.051637,0
1168,733.29,17,0.025998,0.0000,0.044400,0.040535,0.048615,0
1169,732.56,17,0.049137,0.0000,0.045800,0.041874,0.050075,0
1170,732.16,17,0.024568,0.0000,0.047500,0.043502,0.051846,0
1171,732.16,17,0.029856,0.0000,0.044300,0.040439,0.048511,0
1172,731.70,17,0.029852,0.0000,0.047200,0.043215,0.051533,0
1173,731.17,17,0.036335,0.0000,0.047900,0.043885,0.052262,0
1174,731.03,17,0.022209,0.0000,0.043600,0.039770,0.047781,0
1175,730.70,17,0.036728,0.0000,0.048300,0.044268,0.052678,0
1176,730.70,17,0.030294,0.0000,0.045900,0.041970,0.050179,0
1177,730.17,17,0.001833,0.0000,0.046400,0.042448,0.050700,0
1178,729.57,3,0.074915,0.0000,0.028500,0.025415,0.031947,0
1179,729.44,3,0.101696,0.0000,0.026300,0.023341,0.029623,0
1180,729.18,3,0.118060,0.0000,0.026200,0.023247,0.029517,0
1181,728.51,3,0.133545,0.0000,0.031200,0.027968,0.034792,0
1182,728.45,3,0.146190,0.0000,0.024500,0.021648,0.027718,0
1183,728.18,3,0.156799,0.0000,0.029600,0.026455,0.033107,0
1184,727.58,3,0.157651,0.0000,0.026300,0.023341,0.029623,0
1185,727.19,3,0.151986,0.0000,0.026400,0.023435,0.029729,0
1186,727.19,3,0.133441,0.0000,0.029600,0.026455,0.033107,0
1187,726.79,3,0.110919,0.0000,0.028100,0.025038,0.031525,0
1188,726.19,3,0.088253,0.0000,0.028400,0.025321,0.031841,0
1189,726.06,3,0.054894,0.0000,0.027700,0.024660,0.031102,0
1190,725.53,17,0.030708,0.0000,0.041300,0.037573,0.045379,0
1191,725.26,17,0.009332,0.0000,0.044200,0.040343,0.048407,0
1192,724.53,17,0.035357,0.0000,0.044600,0.040726,0.048824,0
1193,724.40,17,0.035582,0.0000,0.046800,0.042831,0.051117,0
1194,723.54,17,0.033135,0.0000,0.044700,0.040822,0.048928,0
1195,723.27,17,0.071645,0.0000,0.047500,0.043502,0.051846,0
1196,723.27,17,0.055308,0.0000,0.044600,0.040726,0.048824,0
1197,722.54,17,0.035890,0.0000,0.047700,0.043694,0.052054,0
1198,722.28,17,0.023320,0.0000,0.046300,0.042353,0.050596,0
1199,721.55,17,0.018881,0.0000,0.045000,0.041109,0.049241,0
1200,721.55,17,0.031610,0.0000,0.047700,0.043694,0.052054,0
1201,721.28,17,0.058109,0.0000,0.044500,0.040630,0.048720,0
1202,720.42,17,0.003554,0.0000,0.042200,0.038432,0.046319,0
1203,720.22,17,0.004042,0.0000,0.046100,0.042161,0.050387,0
1204,720.22,17,0.034928,0.0000,0.046700,0.042736,0.051012,0
1205,719.42,3,0.064559,0.0000,0.030000,0.026833,0.033528,0
1206,719.29,3,0.093943,0.0000,0.027700,0.024660,0.031102,0
1207,718.89,3,0.108444,0.0000,0.029100,0.025982,0.032580,0
1208,718.63,3,0.121119,0.0000,0.029800,0.026644,0.033318,0
1209,718.16,3,0.156997,0.0000,0.029800,0.026644,0.033318,0
1210,717.63,3,0.176645,0.0000,0.030400,0.027211,0.033950,0
1211,717.63,3,0.184707,0.0000,0.029700,0.026549,0.033212,0
1212,717.17,3,0.180486,0.0000,0.028000,0.024943,0.031419,0
1213,716.57,3,0.169540,0.0000,0.027900,0.024849,0.031314,0
1214,716.44,3,0.161254,0.0000,0.029800,0.026644,0.033318,0
1215,716.24,3,0.154314,0.0000,0.029300,0.026171,0.032791,0
1216,715.38,3,0.145821,0.0000,0.029300,0.026171,0.032791,0
1217,715.24,3,0.119773,0.0000,0.025200,0.022306,0.028459,0
1218,715.24,3,0.133204,0.0000,0.025800,0.022870,0.029094,0
1219,714.71,3,0.101473,0.0000,0.027000,0.024000,0.030363,0
1220,714.25,3,0.087522,0.0000,0.027000,0.024000,0.030363,0
1221,713.98,3,0.076335,0.0000,0.027700,0.024660,0.031102,0
1222,713.52,3,0.215390,0.0000,0.026000,0.023058,0.029306,0
1223,713.52,3,0.245008,0.0000,0.026400,0.023435,0.029729,0
1224,712.32,3,0.231606,0.0000,0.025200,0.022306,0.028459,0
1225,712.32,3,0.230785,0.0000,0.028500,0.025415,0.031947,0
1226,711.99,3,0.221118,0.0000,0.026900,0.023906,0.030257,0
1227,711.46,3,0.210040,0.0000,0.027100,0.024094,0.030469,0
1228,711.26,3,0.210995,0.0000,0.027200,0.024189,0.030574,0
1229,711.26,3,0.207970,0.0000,0.027000,0.024000,0.030363,0
1230,710.47,3,0.211100,0.0000,0.029600,0.026455,0.033107,0
1231,710.27,3,0.217260,0.0000,0.028500,0.025415,0.031947,0
1232,709.74,3,0.204067,0.0000,0.030200,0.027022,0.033739,0
1233,709.47,3,0.198833,0.0000,0.029300,0.026171,0.032791,0
1234,709.34,3,0.191765,0.0000,0.029000,0.025888,0.032474,0
1235,708.61,3,0.180330,0.0000,0.028000,0.024943,0.031419,0
1236,708.48,3,0.172498,0.0000,0.027600,0.024566,0.030997,0
1237,708.34,3,0.172099,0.0000,0.026700,0.023718,0.030046,0
1238,707.68,3,0.172985,0.0000,0.027900,0.024849,0.031314,0
1239,707.08,3,0.156540,0.0000,0.031300,0.028063,0.034897,0
1240,706.82,3,0.135746,0.0000,0.028100,0.025038,0.031525,0
1241,706.29,3,0.114085,0.0000,0.028900,0.025793,0.032369,0
1242,705.56,3,0.100630,0.0000,0.028600,0.025510,0.032052,0
1243,705.49,3,0.097181,0.0000,0.030800,0.027590,0.034371,0
1244,705.09,3,0.097385,0.0000,0.030200,0.027022,0.033739,0
1245,704.50,3,0.103604,0.0000,0.026600,0.023623,0.029940,0
1246,704.36,3,0.099999,0.0000,0.028000,0.024943,0.031419,0
1247,704.36,3,0.093309,0.0000,0.027900,0.024849,0.031314,0
1248,703.57,3,0.071783,0.0000,0.026400,0.023435,0.029729,0
1249,703.57,17,0.050131,0.0000,0.045700,0.041778,0.049971,0
1250,702.84,17,0.031618,0.0000,0.044800,0.040917,0.049032,0
1251,702.17,3,0.059086,0.0000,0.027700,0.024660,0.031102,0
1252,702.17,17,0.015019,0.0000,0.043800,0.039961,0.047989,0
1253,701.38,3,0.163155,0.0000,0.027100,0.024094,0.030469,0
1254,700.91,3,0.163429,0.0000,0.027400,0.024377,0.030786,0
1255,700.91,3,0.157572,0.0000,0.026700,0.023718,0.030046,0
1256,700.18,3,0.159965,0.0000,0.028100,0.025038,0.031525,0
1257,699.52,3,0.164028,0.0000,0.027700,0.024660,0.031102,0
1258,699.52,3,0.171704,0.0000,0.027100,0.024094,0.030469,0
1259,699.45,3,0.184715,0.0000,0.028600,0.025510,0.032052,0
1260,698.46,3,0.197608,0.0000,0.026800,0.023812,0.030152,0
1261,698.46,3,0.208212,0.0000,0.028000,0.024943,0.031419,0
1262,697.46,3,0.212949,0.0000,0.027100,0.024094,0.030469,0
1263,696.87,3,0.216693,0.0000,0.030300,0.027117,0.033844,0
1264,696.47,3,0.215099,0.0000,0.027600,0.024566,0.030997,0
1265,696.27,3,0.218560,0.0000,0.025100,0.022212,0.028353,0
1266,695.47,3,0.215454,0.0000,0.025800,0.022870,0.029094,0
1267,694.94,3,0.195429,0.0000,0.027700,0.024660,0.031102,0
1268,693.88,3,0.162335,0.0000,0.026500,0.023529,0.029835,0
1269,693.61,3,0.131617,0.0000,0.030300,0.027117,0.033844,0
1270,692.75,3,0.069749,0.0000,0.028300,0.025226,0.031736,0
1271,692.55,3,0.068435,0.0000,0.028200,0.025132,0.031630,0
1272,692.29,3,0.071386,0.0000,0.031100,0.027874,0.034686,0
1273,691.56,3,0.067641,0.0000,0.027300,0.024283,0.030680,0
1274,690.83,17,0.049101,0.0000,0.045900,0.041970,0.050179,0
1275,690.56,17,0.022697,0.0000,0.043400,0.039579,0.047572,0
1276,690.36,17,0.013115,0.0000,0.042600,0.038814,0.046737,0
1277,689.77,17,0.012676,0.0000,0.045400,0.041491,0.049658,0
1278,689.63,17,0.028417,0.0000,0.048500,0.044460,0.052887,0
1279,689.24,17,0.046147,0.0000,0.043400,0.039579,0.047572,0
1280,688.64,17,0.065023,0.0000,0.046100,0.042161,0.050387,0
1281,688.57,17,0.078859,0.0000,0.050100,0.045994,0.054551,0
1282,688.37,17,0.091238,0.0000,0.042100,0.038337,0.046215,0
1283,687.84,17,0.106212,0.0000,0.043300,0.039483,0.047468,0
1284,687.58,17,0.110907,0.0000,0.043100,0.039292,0.047259,0
1285,687.38,17,0.108155,0.0000,0.046500,0.042544,0.050804,0
1286,686.85,17,0.108483,0.0000,0.046800,0.042831,0.051117,0
1287,686.85,17,0.109827,0.0000,0.043700,0.039865,0.047885,0
1288,686.38,17,0.111286,0.0000,0.043700,0.039865,0.047885,0
1289,686.38,17,0.108873,0.0000,0.041800,0.038050,0.045902,0
1290,685.65,17,0.117830,0.0000,0.047500,0.043502,0.051846,0
1291,685.12,17,0.123031,0.0000,0.048500,0.044460,0.052887,0
1292,684.86,17,0.119845,0.0000,0.044700,0.040822,0.048928,0
1293,684.86,17,0.126098,0.0000,0.046100,0.042161,0.050387,0
1294,684.66,17,0.106195,0.0000,0.046100,0.042161,0.050387,0
1295,683.66,17,0.098137,0.0000,0.047700,0.043694,0.052054,0
1296,683.46,17,0.091003,0.0000,0.042800,0.039005,0.046946,0
1297,683.20,17,0.080022,0.0000,0.041900,0.038146,0.046006,0
1298,682.67,17,0.072282,0.0000,0.047400,0.043406,0.051741,0
1299,682.47,17,0.069016,0.0000,0.047100,0.043119,0.051429,0
1300,682.47,17,0.056911,0.0000,0.042600,0.038814,0.046737,0
1301,681.67,17,0.063551,0.0000,0.041800,0.038050,0.045902,0
1302,681.47,17,0.053195,0.0000,0.042300,0.038528,0.046424,0
1303,680.48,17,0.046526,0.0000,0.045700,0.041778,0.049971,0
1304,680.48,17,0.036328,0.0000,0.044600,0.040726,0.048824,0
1305,679.81,17,0.032925,0.0000,0.043900,0.040057,0.048094,0
1306,679.48,17,0.023254,0.0000,0.040800,0.037096,0.044857,0
1307,679.48,17,0.014206,0.0000,0.046600,0.042640,0.050908,0
1308,678.75,17,0.001143,0.0000,0.047900,0.043885,0.052262,0
1309,677.56,17,0.006518,0.0000,0.043900,0.040057,0.048094,0
1310,677.56,17,0.007416,0.0000,0.047100,0.043119,0.051429,0
1311,677.09,17,0.014984,0.0000,0.047800,0.043789,0.052158,0
1312,676.56,17,0.020630,0.0000,0.048600,0.044556,0.052991,0
1313,676.10,17,0.037672,0.0000,0.046500,0.042544,0.050804,0
1314,675.90,17,0.029948,0.0000,0.042700,0.038910,0.046841,0
1315,675.57,17,0.033348,0.0000,0.042300,0.038528,0.046424,0
1316,675.10,17,0.044415,0.0000,0.043900,0.040057,0.048094,0
1317,674.84,17,0.052557,0.0000,0.045500,0.041587,0.049762,0
1318,674.57,17,0.043076,0.0000,0.044800,0.040917,0.049032,0
1319,673.58,17,0.009225,0.0000,0.044500,0.040630,0.048720,0
1320,673.58,17,0.027676,0.0000,0.042400,0.038623,0.046528,0
1321,673.11,3,0.058166,0.0000,0.025600,0.022682,0.028883,0
1322,672.91,3,0.080754,0.0000,0.027700,0.024660,0.031102,0
1323,672.25,3,0.087135,0.0000,0.031600,0.028347,0.035213,0
1324,672.25,3,0.079560,0.0000,0.028600,0.025510,0.032052,0
1325,671.92,3,0.077639,0.0000,0.029200,0.026076,0.032685,0
1326,671.19,3,0.071555,0.0000,0.025800,0.022870,0.029094,0
1327,671.06,3,0.067655,0.0000,0.025800,0.022870,0.029094,0
1328,670.66,3,0.074981,0.0000,0.029400,0.026265,0.032896,0
1329,670.06,3,0.074663,0.0000,0.026700,0.023718,0.030046,0
1330,669.07,3,0.081291,0.0000,0.033200,0.029864,0.036895,0
1331,668.93,3,0.098878,0.0000,0.027600,0.024566,0.030997,0
1332,668.87,3,0.114338,0.0000,0.028300,0.025226,0.031736,0
1333,668.14,3,0.120316,0.0000,0.027400,0.024377,0.030786,0
1334,667.87,3,0.130653,0.0000,0.028600,0.025510,0.032052,0
1335,667.67,3,0.147447,0.0000,0.030000,0.026833,0.033528,0
1336,667.14,3,0.160002,0.0000,0.027900,0.024849,0.031314,0
1337,666.94,3,0.165582,0.0000,0.028700,0.025604,0.032158,0
1338,666.94,3,0.178354,0.0000,0.027400,0.024377,0.030786,0
1339,666.15,3,0.175448,0.0000,0.028400,0.025321,0.031841,0
1340,665.95,3,0.172244,0.0000,0.025900,0.022964,0.029200,0
1341,665.15,3,0.071212,0.0000,0.029200,0.026076,0.032685,0
1342,665.15,3,0.124864,0.0000,0.030800,0.027590,0.034371,0
1343,664.22,17,0.103522,0.0000,0.044000,0.040152,0.048198,0
1344,663.76,17,0.084776,0.0000,0.044400,0.040535,0.048615,0
1345,663.16,17,0.067896,0.0000,0.045700,0.041778,0.049971,0
1346,663.16,17,0.077036,0.0000,0.044700,0.040822,0.048928,0
1347,662.10,17,0.059448,0.0000,0.044500,0.040630,0.048720,0
1348,661.50,17,0.051536,0.0000,0.046600,0.042640,0.050908,0
1349,661.10,17,0.067470,0.0000,0.045600,0.041683,0.049866,0
1350,661.04,17,0.037647,0.0000,0.045300,0.041396,0.049554,0
1351,660.24,17,0.061400,0.0000,0.044700,0.040822,0.048928,0
1352,659.45,17,0.069670,0.0000,0.047100,0.043119,0.051429,0
1353,659.25,17,0.058197,0.0000,0.044600,0.040726,0.048824,0
1354,659.18,17,0.048058,0.0000,0.043300,0.039483,0.047468,0
1355,658.52,17,0.023215,0.0000,0.044500,0.040630,0.048720,0
1356,658.12,17,0.017695,0.0000,0.044200,0.040343,0.048407,0
1357,657.85,17,0.039488,0.0000,0.048100,0.044077,0.052470,0
1358,657.52,17,0.050266,0.0000,0.046700,0.042736,0.051012,0
1359,657.26,17,0.043495,0.0000,0.046900,0.042927,0.051221,0
1360,657.19,17,0.043248,0.0000,0.045800,0.041874,0.050075,0
1361,656.59,17,0.041557,0.0000,0.040800,0.037096,0.044857,0
1362,656.20,17,0.043045,0.0000,0.046900,0.042927,0.051221,0
1363,655.86,17,0.044130,0.0000,0.044900,0.041013,0.049137,0
1364,655.53,17,0.035504,0.0000,0.045300,0.041396,0.049554,0
1365,655.20,17,0.034049,0.0000,0.047300,0.043310,0.051637,0
1366,654.40,17,0.034549,0.0000,0.044100,0.040248,0.048302,0
1367,654.20,17,0.029182,0.0000,0.047400,0.043406,0.051741,0
1368,653.61,17,0.021564,0.0000,0.043700,0.039865,0.047885,0
1369,653.34,17,0.017972,0.0000,0.044800,0.040917,0.049032,0
1370,653.34,17,0.015782,0.0000,0.041900,0.038146,0.046006,0
1371,652.61,17,0.036872,0.0000,0.049000,0.044939,0.053407,0
1372,652.21,3,0.110934,0.0000,0.028600,0.025510,0.032052,0
1373,652.21,3,0.113026,0.0000,0.030300,0.027117,0.033844,0
1374,651.62,3,0.097027,0.0000,0.025600,0.022682,0.028883,0
1375,651.15,3,0.088545,0.0000,0.028600,0.025510,0.032052,0
1376,651.15,3,0.085931,0.0000,0.025900,0.022964,0.029200,0
1377,650.95,3,0.079692,0.0000,0.029300,0.026171,0.032791,0
1378,649.63,3,0.074416,0.0000,0.029000,0.025888,0.032474,0
1379,649.63,3,0.085222,0.0000,0.029900,0.026738,0.033423,0
1380,649.30,3,0.092803,0.0000,0.028000,0.024943,0.031419,0
1381,648.57,3,0.094168,0.0000,0.027300,0.024283,0.030680,0
1382,648.57,3,0.100693,0.0000,0.030300,0.027117,0.033844,0
1383,648.30,3,0.104594,0.0000,0.027400,0.024377,0.030786,0
1384,647.44,3,0.109690,0.0000,0.029900,0.026738,0.033423,0
1385,647.24,3,0.111359,0.0000,0.026600,0.023623,0.029940,0
1386,647.24,3,0.102952,0.0000,0.029600,0.026455,0.033107,0
1387,646.44,3,0.094779,0.0000,0.026000,0.023058,0.029306,0
1388,646.24,3,0.088459,0.0000,0.027400,0.024377,0.030786,0
1389,645.71,3,0.087808,0.0000,0.025200,0.022306,0.028459,0
1390,645.45,3,0.089999,0.0000,0.025500,0.022588,0.028777,0
1391,645.25,3,0.082771,0.0000,0.028200,0.025132,0.031630,0
1392,644.45,17,0.051707,0.0000,0.047700,0.043694,0.052054,0
1393,644.45,3,0.068403,0.0000,0.027700,0.024660,0.031102,0
1394,643.52,17,0.038251,0.0000,0.044500,0.040630,0.048720,0
1395,643.26,17,0.023686,0.0000,0.042200,0.038432,0.046319,0
1396,643.26,17,0.023084,0.0000,0.046400,0.042448,0.050700,0
1397,642.46,17,0.035830,0.0000,0.045300,0.041396,0.049554,0
1398,642.06,17,0.047907,0.0000,0.045400,0.041491,0.049658,0
1399,641.80,3,0.059735,0.0000,0.027600,0.024566,0.030997,0
1400,641.47,3,0.092420,0.0000,0.026200,0.023247,0.029517,0
1401,640.54,3,0.108093,0.0000,0.029000,0.025888,0.032474,0
1402,640.54,3,0.112757,0.0000,0.027800,0.024755,0.031208,0
1403,640.34,3,0.101503,0.0000,0.025200,0.022306,0.028459,0
1404,639.54,3,0.080309,0.0000,0.027800,0.024755,0.031208,0
1405,639.41,3,0.202378,0.0000,0.027300,0.024283,0.030680,0
1406,639.14,3,0.189495,0.0000,0.028200,0.025132,0.031630,0
1407,638.88,3,0.179791,0.0000,0.027100,0.024094,0.030469,0
1408,638.55,3,0.178273,0.0000,0.024600,0.021742,0.027824,0
1409,638.15,3,0.186418,0.0000,0.027300,0.024283,0.030680,0
1410,637.82,3,0.200507,0.0000,0.026100,0.023152,0.029412,0
1411,637.49,3,0.212316,0.0000,0.026900,0.023906,0.030257,0
1412,637.15,3,0.215098,0.0000,0.028600,0.025510,0.032052,0
1413,636.89,3,0.216936,0.0000,0.028100,0.025038,0.031525,0
1414,636.56,3,0.220830,0.0000,0.028000,0.024943,0.031419,0
1415,636.49,3,0.226403,0.0000,0.026500,0.023529,0.029835,0
1416,635.63,3,0.225868,0.0000,0.025800,0.022870,0.029094,0
1417,635.16,3,0.228268,0.0000,0.028600,0.025510,0.032052,0
1418,634.90,3,0.233693,0.0000,0.027100,0.024094,0.030469,0
1419,634.63,3,0.217542,0.0000,0.029000,0.025888,0.032474,0
1420,634.43,3,0.247299,0.0000,0.031000,0.027779,0.034581,0
1421,634.43,3,0.235552,0.0000,0.029600,0.026455,0.033107,0
1422,633.64,3,0.263044,0.0000,0.027700,0.024660,0.031102,0
1423,633.50,3,0.269052,0.0000,0.030100,0.026927,0.033634,0
1424,632.91,3,0.276604,0.0000,0.028700,0.025604,0.032158,0
1425,632.58,3,0.283834,0.0000,0.029900,0.026738,0.033423,0
1426,632.24,3,0.294023,0.0000,0.028100,0.025038,0.031525,0
1427,631.58,3,0.294942,0.0000,0.026400,0.023435,0.029729,0
1428,631.45,3,0.312684,0.0000,0.029300,0.026171,0.032791,0
1429,631.25,3,0.314294,0.0000,0.027800,0.024755,0.031208,0
1430,630.45,3,0.309447,0.0000,0.025100,0.022212,0.028353,0
1431,630.25,3,0.291625,0.0000,0.029400,0.026265,0.032896,0
1432,630.25,3,0.302306,0.0000,0.026800,0.023812,0.030152,0
1433,629.59,3,0.279301,0.0000,0.028400,0.025321,0.031841,0
1434,629.52,3,0.259728,0.0000,0.027500,0.024472,0.030891,0
1435,628.59,3,0.244742,0.0000,0.029800,0.026644,0.033318,0
1436,628.53,3,0.239003,0.0000,0.029800,0.026644,0.033318,0
1437,627.60,3,0.187109,0.0000,0.029800,0.026644,0.033318,0
1438,626.67,3,0.099725,0.0000,0.028900,0.025793,0.032369,0
1439,626.67,3,0.145336,0.0000,0.029700,0.026549,0.033212,0
1440,625.61,17,0.053724,0.0000,0.046600,0.042640,0.050908,0
1441,625.34,17,0.005489,0.0000,0.047600,0.043598,0.051950,0
1442,624.68,17,0.043727,0.0000,0.050100,0.045994,0.054551,0
1443,624.08,17,0.130139,0.0000,0.043600,0.039770,0.047781,0
1444,623.55,9,0.247203,0.0000,0.091000,0.085519,0.096795,0
1445,623.35,9,0.382996,0.0000,0.099200,0.093494,0.105214,0
1446,622.82,5,0.528900,0.0000,0.162000,0.154908,0.169351,0
1447,622.56,5,0.682882,0.0000,0.159800,0.152749,0.167112,0
1448,621.63,5,0.805799,0.0000,0.157200,0.150198,0.164466,0
1449,621.36,5,0.816272,0.0000,0.153500,0.146568,0.160698,0
1450,620.63,5,0.878140,0.0000,0.156600,0.149609,0.163855,0
1451,619.90,5,0.932108,0.2000,0.153100,0.146176,0.160291,0
1452,619.64,5,0.901143,0.0000,0.152300,0.145391,0.159476,0
1453,619.44,5,0.837464,0.0000,0.159300,0.152258,0.166603,0
1454,618.64,5,0.782892,0.0000,0.153900,0.146960,0.161106,0
1455,617.91,5,0.650970,0.0000,0.152600,0.145685,0.159782,0
1456,617.91,5,0.715267,0.0000,0.154500,0.147549,0.161717,0
1457,617.65,5,0.555074,0.0000,0.154100,0.147156,0.161309,0
1458,617.45,9,0.478587,0.0000,0.093100,0.087560,0.098953,0
1459,616.45,9,0.432793,0.0000,0.095800,0.090186,0.101725,0
1460,615.86,9,0.394522,0.0000,0.098600,0.092910,0.104598,0
1461,615.72,9,0.359212,0.0000,0.090000,0.084547,0.095768,0
1462,615.19,9,0.322552,0.0000,0.090600,0.085130,0.096384,0
1463,614.79,9,0.279738,0.0000,0.096300,0.090672,0.102238,0
1464,614.73,9,0.231459,0.0000,0.090800,0.085324,0.096590,0
1465,614.06,9,0.204017,0.2000,0.094800,0.089213,0.100698,0
1466,613.93,17,0.168126,0.0000,0.046000,0.042066,0.050283,0
1467,613.53,17,0.138800,0.0000,0.047700,0.043694,0.052054,0
1468,613.14,17,0.121434,0.0000,0.046000,0.042066,0.050283,0
1469,612.80,17,0.090495,0.0000,0.042900,0.039101,0.047050,0
1470,612.54,17,0.072616,0.0000,0.046400,0.042448,0.050700,0
1471,611.74,17,0.052702,0.0000,0.043000,0.039196,0.047155,0
1472,611.54,17,0.032899,0.0000,0.046300,0.042353,0.050596,0
1473,610.88,17,0.012782,0.0000,0.045000,0.041109,0.049241,0
1474,610.55,17,0.006847,0.0000,0.044500,0.040630,0.048720,0
1475,609.82,17,0.028003,0.0000,0.045700,0.041778,0.049971,0
1476,609.09,17,0.047005,0.0000,0.049500,0.045419,0.053927,0
1477,608.56,3,0.085907,0.0000,0.025800,0.022870,0.029094,0
1478,608.56,3,0.070452,0.0000,0.031100,0.027874,0.034686,0
1479,607.83,3,0.097595,0.0000,0.031700,0.028442,0.035318,0
1480,607.16,3,0.095369,0.0000,0.028900,0.025793,0.032369,0
1481,607.16,3,0.096213,0.0000,0.028900,0.025793,0.032369,0
1482,606.83,3,0.093990,0.0000,0.025300,0.022400,0.028565,0
1483,606.63,3,0.119051,0.0000,0.026500,0.023529,0.029835,0
1484,606.63,3,0.128050,0.0000,0.031200,0.027968,0.034792,0
1485,606.10,3,0.149139,0.0000,0.028700,0.025604,0.032158,0
1486,605.64,3,0.172548,0.0000,0.030000,0.026833,0.033528,0
1487,605.24,3,0.089808,0.0000,0.027900,0.024849,0.031314,0
1488,605.11,17,0.053643,0.0000,0.041400,0.037668,0.045484,0
1489,604.84,17,0.036661,0.0000,0.045700,0.041778,0.049971,0
1490,604.11,17,0.030275,0.0000,0.044100,0.040248,0.048302,0
1491,604.11,17,0.027231,0.0000,0.047600,0.043598,0.051950,0
1492,604.05,17,0.030036,0.0000,0.044700,0.040822,0.048928,0
1493,603.38,17,0.034706,0.0000,0.044300,0.040439,0.048511,0
1494,602.98,17,0.049620,0.0000,0.042000,0.038241,0.046111,0
1495,602.98,3,0.062852,0.0000,0.026900,0.023906,0.030257,0
1496,602.26,3,0.084628,0.0000,0.027600,0.024566,0.030997,0
1497,601.99,3,0.109587,0.0000,0.029500,0.026360,0.033001,0
1498,600.99,3,0.145985,0.0000,0.031900,0.028631,0.035528,0
1499,600.99,3,0.155456,0.0000,0.027300,0.024283,0.030680,0
1500,600.40,3,0.143106,0.0000,0.030300,0.027117,0.033844,0
1501,600.00,3,0.080839,0.0000,0.029800,0.026644,0.033318,0
1502,600.00,3,0.110610,0.0000,0.027900,0.024849,0.031314,0
1503,599.07,3,0.086852,0.0000,0.027600,0.024566,0.030997,0
1504,598.61,3,0.097165,0.0000,0.030000,0.026833,0.033528,0
1505,598.47,3,0.093386,0.0000,0.029500,0.026360,0.033001,0
1506,598.08,3,0.095400,0.0000,0.027200,0.024189,0.030574,0
1507,597.48,3,0.103119,0.0000,0.027000,0.024000,0.030363,0
1508,597.15,3,0.114898,0.0000,0.026400,0.023435,0.029729,0
1509,596.48,3,0.111750,0.0000,0.027400,0.024377,0.030786,0
1510,596.22,3,0.093382,0.0000,0.028700,0.025604,0.032158,0
1511,596.22,3,0.071092,0.0000,0.029600,0.026455,0.033107,0
1512,595.49,3,0.071312,0.0000,0.026200,0.023247,0.029517,0
1513,595.22,3,0.094924,0.0000,0.028700,0.025604,0.032158,0
1514,595.02,3,0.135184,0.0000,0.026600,0.023623,0.029940,0
1515,595.02,3,0.115395,0.0000,0.024900,0.022024,0.028141,0
1516,594.23,3,0.142850,0.0000,0.025700,0.022776,0.028988,0
1517,594.23,3,0.150589,0.0000,0.027600,0.024566,0.030997,0
1518,593.50,3,0.150900,0.0000,0.026600,0.023623,0.029940,0
1519,593.17,3,0.153892,0.0000,0.024800,0.021930,0.028035,0
1520,593.17,3,0.150298,0.0000,0.028600,0.025510,0.032052,0
1521,592.83,3,0.136845,0.0000,0.027300,0.024283,0.030680,0
1522,591.84,3,0.093955,0.0000,0.028000,0.024943,0.031419,0
1523,591.57,3,0.091580,0.0000,0.027500,0.024472,0.030891,0
1524,591.24,3,0.115046,0.0000,0.026200,0.023247,0.029517,0
1525,591.18,3,0.118479,0.0000,0.028800,0.025699,0.032263,0
1526,590.58,3,0.117244,0.0000,0.027900,0.024849,0.031314,0
1527,589.58,3,0.123518,0.0000,0.029400,0.026265,0.032896,0
1528,589.58,3,0.123560,0.0000,0.030400,0.027211,0.033950,0
1529,589.18,3,0.119217,0.0000,0.026400,0.023435,0.029729,0
1530,588.45,3,0.113185,0.0000,0.029000,0.025888,0.032474,0
1531,588.32,3,0.119524,0.0000,0.026100,0.023152,0.029412,0
1532,588.32,3,0.126738,0.0000,0.026600,0.023623,0.029940,0
1533,587.92,3,0.147075,0.0000,0.024500,0.021648,0.027718,0
1534,587.59,3,0.150144,0.0000,0.025100,0.022212,0.028353,0
1535,587.46,3,0.139993,0.0000,0.028200,0.025132,0.031630,0
1536,587.19,3,0.143158,0.0000,0.026500,0.023529,0.029835,0
1537,586.46,3,0.133040,0.0000,0.025700,0.022776,0.028988,0
1538,586.33,3,0.115406,0.0000,0.029200,0.026076,0.032685,0
